Invoice No,Client,Job Name,Job Number,Invoice Amount (excl VAT),Date Inv. Issued
2303-68,AMCO,CRAWFORD MSC 7565,3281,1700.0,2023-03-31
2303-69,George Leslie,DIRTY DAM DESILTING,3360,984.5,2023-03-31
2303-70,AMCO,MSC6737 BOGEND ROAD,3145,309.0,2023-03-31
2303-71,AMCO,MSC7146 – EASTFIELD PLAYING FIELDS CAMBUSLANG					,3146,232.0,2023-03-31
2303-72,AMCO,MRN7144 R.285/2.1187U					,3147,656.0,2023-03-31
2303-73,AMCO,C030/179 HEADWALL REPAIRS,3094,3397.75,2023-03-31
2303-74,Concrete Canvas,Lunch and Learn,103,40.65,2023-03-31
2303-75,BAM Nuttall,M8 Sighthill Contractor Led Design Elements,2281,2236.75,2023-03-31
2303-76,BAM Nuttall,Kilsyth Office Campus Development,2973,7729.99,2023-03-31
2303-77,SPL Powerlines UK Limited,TRACTION POWER PHASE 1 WORKS DELIVERY,3010,5428.13,2023-04-03
2303-78,BAM Nuttall,SKYE REINFORCEMENT TENDER STAGE,3312,21118.26,2023-04-03
2303-79,Story Contracting,STORY CP6 YEAR 5 SURVEYS,3238,8994.0,2023-03-31
2304-01,BAM Nuttall,CROSS TAY LINK ROAD  ,3332,1880.0,2023-04-03
2304-02,AMCO,CATTERBURN TEMPORARY WORKS ,3099,1251.5,2023-04-03
2304-03,Story Contracting,PORT GLASGOW STATION AFA TEMPORARY WORKS,3212,9621.55,2023-04-03
2304-04,Story Contracting,Levenmouth Rail Scheme - Materials Management Plan (MMP),3143,10118.25,2023-04-10
2304-05,Story Contracting,SPC3-02 BASSETTS,3103,6299.42,2023-04-10
2304-06,Story Contracting,SPC3-03 TAYLOR LODGE,3104,4293.38,2023-04-10
2304-07,Story Contracting,SPC3-09 WISTOW ROAD,3105,2782.93,2023-04-10
2304-08,Story Contracting,SPC3-10 GLEN STATION,3106,4022.77,2023-04-10
2304-09,Story Contracting,MML - SPC3/28 Chatters,3107,5883.19,2023-04-10
2304-10,Story Contracting,SPC3-34 THREE ARCH,3108,15060.68,2023-04-10
2304-11,Catenary King,REMOTE CONDITION MONITORING - KENT & SUSSEX SITES PHASE 2,2874,195.0,2023-04-10
2304-12,Story Contracting,"
UB 058/064A BOWLING WESTERN ACCESS",3288,25567.25,2023-04-05
2304-13,CPMS,DINGWALL STATION,3364,1035.0,2023-04-10
2304-14,Story Contracting,CAMPS VIADUCT TEMPORARY WORKS,3342,5455.5,2023-04-10
2304-15,EnergieKontor,PINES BURN WIND FARM,3322,3495.0,2023-04-10
2304-16,PBH OLE,BLACKPOOL OLE STRUCTURES DEPOT,3346,10874.0,2023-04-13
2304-17,Krause & Hall Ltd,BLETCHLEY DEPOT TEMPORARY WORKS,3371,1987.5,2023-04-13
2304-18,Story Contracting,CAMPS VIADUCT TEMPORARY WORKS,3342,721.5,2023-04-13
2304-19,AMCO,GLASGOW QUEEN STREET STATION DECK REPAIR,3276,2096.35,2023-04-13
2304-20,QTS Group,COWIE EMBANKMENT IMPROVEMENT,2968,10191.93,2023-04-13
2304-21,QTS Group,PARK OF KEIR CUTTING IMPROVEMENT,2922,9205.38,2023-04-13
2304-22,Demolition Services Group,BATH STREET DEMOLITION,3311,358.75,2023-04-13
2304-23,AMCO,PRESTONPANS DETAILED DESIGN,3178,6770.0,2023-04-13
2304-24,Naue Geosynthetics Limited,Lunch and Learn,103,23.8,2023-04-13
2304-25,WHITMORE M & W GROUNDFORCE LUNCH,Lunch and Learn,103,29.8,2023-04-13
2304-26,Tensar,Lunch and Learn,103,54.7,2023-04-13
2304-27,QTS Group,8558_LNE_QTS SPC5-107 ,2705,905.45,2023-04-19
2304-28,Story Contracting,WINCHBURGH TW CAT 3 CHECKS,3307,791.5,2023-04-19
2304-29,BAM Nuttall,TRANSPENNINE ROUTE UPGRADE (TUR) TEMPORARY WORKS,3246,1440.05,2023-04-27
2304-30,Story Contracting,CARSTAIRS WEST EMBANKMENT ,3151,3663.38,2023-04-19
2304-31,AMCO,MSC 7618 AYR3 THORNBRAE ROAD PERMANENT WORKS,3318,235.0,2023-04-19
2304-32,AMCO,MSC 7618 AYR3 THORNBRAE ROAD PERMANENT WORKS,3318,1791.0,2023-04-19
2304-33,Story Contracting,NEVILLE HILL DEPOT VENTILATION,2958,4089.4,2023-04-19
2304-34,Story Contracting,HESSLE STATION FOOTBRIDGE,3097,21492.55,2023-04-19
2304-35,Story Contracting,NEVILLE HILL DEPOT VENTILATION ,2958,20126.88,2023-04-19
2304-36,Story Contracting,HEATON DEPOT VENTILATION ,2957,36295.44,2023-04-19
2304-37,George Leslie,WHITECART PIPE BRIDGE TEMPORARY WORKS,3205,1352.0,2023-04-19
2304-38,George Leslie,TURRET WWTW SLOPE FAILURE,3336,3800.0,2023-04-19
2304-39,AMCO,GLASGOW CENTRAL STATION TEMPORARY WORKS,3348,2926.25,2023-04-19
2304-40,AMCO,DIXON AVENUE PARAPET WORKS,2941,2939.6,2023-04-19
2304-41,TRAC Engineering,ROCK MILL CUTTING (LUXULYAN VALLEY),3304,3799.28,2023-04-19
2304-42,QTS Group,AYR4 - CP6 DALGARVEN RAILWAY EARTHWORK IMPROVEMENT,2065,1860.0,2023-04-19
2304-43,QTS Group,11442_LNE_QTS ,3056,1545.4,2023-04-19
2304-44,QTS Group,11442_LNE_QTS ,3056,2676.0,2023-04-19
2304-45,AMCO,GLASGOW QUEEN STREET STATION DECK REPAIR,3276,2041.0,2023-04-21
2304-46,Story Contracting,SALFORD CENTRAL RAMP ROOF REPLACEMENT,3351,3200.0,2023-05-01
2304-47,George Leslie,ESKDALEMUIRE WWTW,3226,2159.2,2023-05-01
2304-48,AMCO,CRAWFORD MSC 7565,3281,0.0,2023-04-21
2304-48,AMCO,CRAWFORD MSC 7565 A Frame,3372,1467.5,2023-04-21
2304-49,QTS Group,PERTH NORTH DRAINAGE,3049,618.5,2023-05-01
2304-50,AMCO,WMD & EMD Asset Recovery Works 2021,2929,4119.47,2023-04-21
2304-51,SPL Powerlines UK Limited,TRACTION POWER PHASE 1 WORKS DELIVERY,3010,6706.25,2023-05-01
2304-52,Hargreaves,CHALMERSTON RAILWAY OUTLET HEADWALL,2710,667.5,2023-04-24
2304-53,Story Contracting,LINDSELLS LC AND BRIDLEWAY BRIDGE,2551,4110.0,2023-05-01
2304-54,XYZ Rail & Civils,Kittybrewster Temporary Works (Cofferdam),3375,2168.75,2023-05-01
2304-55,Taziker Industrial,WOODSIDE VIADUCT,3392,1302.5,2023-05-01
2304-56,Story Contracting,YORK STATION ROOF,3206,3873.69,2023-05-01
2304-57,Story Contracting,SELBY STATION CANOPIES,3029,2156.47,2023-05-01
2304-58,AMCO,SPT FABRICATION DRAWINGS,3286,4365.51,2023-04-26
2304-59,AMCO,OB 120/004 Merryhill Siding ,3233,9870.05,2023-04-26
2304-59,AMCO,CD 200/517 Attadale - Stromferry ,3236,7088.0,2023-04-26
2304-59,AMCO,CD 200/518 Attadale - Stromferry ,3237,5551.0,2023-04-26
2304-59,AMCO,CD 200/458 Duncraig- Plockton ,3235,3211.35,2023-04-26
2304-59,AMCO,CD 200/912 Langbank ,3231,1030.7,2023-04-26
2304-59,AMCO,R 294-024.0817U ,3234,3173.47,2023-04-26
2304-60,Story Contracting,FB 132/011 - Footbridge Repairs and Repainting ,3197,11754.67125,2023-05-01
2304-60,Story Contracting,UB 179/061 - Black Cart Timber Deck Replacement and Repairs ,3200,5683.216,2023-05-01
2304-60,Story Contracting,UB 240/130 - Ferry Road Steelwork and Painting Repairs ,3201,1516.305,2023-05-01
2304-60,Story Contracting,UB 240/130A Yorkhill Viaduct Steel & Masonry Repairs ,3202,10709.293,2023-05-01
2304-60,Story Contracting,UB 240/131 - Viaduct Condition led Repairs and Painting ,3203,4760.48475,2023-05-01
2304-60,Story Contracting,C 030/462 - Culvert Renewal ,3189,2226.07,2023-05-01
2304-60,Story Contracting,C 161/191A - Carsencon Culvert Replacement ,3190,1973.034,2023-05-01
2304-60,Story Contracting,C 161/192B -Merklans Culvert Replacement ,3191,1973.034,2023-05-01
2304-60,Story Contracting,C 161/205A- Culvert Replacement ,3192,1973.034,2023-05-01
2304-60,Story Contracting,C 161/207B -Steadings Culvert Replacement ,3193,1973.034,2023-05-01
2304-60,Story Contracting,C 161/303B - Gastown Culvert Replacement ,3194,1973.034,2023-05-01
2304-60,Story Contracting,R/232/000/0300 - Land over Rail & Repair - Polloksheilds Station,3198,2676.0615,2023-05-01
2304-61,BAM Nuttall,STRATHBUNGO FOOTBRIDGE TEMPORARY WORKS,3345,3888.75,2023-05-01
2304-62,Story Contracting,Houndean Embankment Improvement,2596,3741.4,2023-05-01
2304-63,BAM Nuttall,Kilsyth Office Campus Development,2973,2059.75,2023-05-01
2304-64,Mabbett & Associates Ltd.,CARPENTERS SOLAR FARM,3365,3222.5,2023-05-01
2304-65,Albion Drilling,Caol Ila Distillery Rock Netting,2744,3858.75,2023-05-12
2304-66,AMCO,HRA EMBANKMENTS,3313,6351.25,2023-05-01
2305-01,Barhale Ltd,STEWARTON PST3 REMEDIAL DESIGN WORKS,3046,1339.5,2023-05-12
2305-02,George Leslie,PROVOST DRIVER COURT TEMPORARY WORKS,3253,1100.0,2023-05-12
2305-03,Story Contracting,A719 BURTON TEMPORARY WORKS,3278,5812.5,2023-05-12
2305-04,Robertson Construction Group,ROTHESAY PAVILION TW,3363,825.0,2023-05-12
2305-05,J&T Mackley & Co Ltd,Millport Condition Surveys,3321,1620.0,2023-05-12
2305-05,J&T Mackley & Co Ltd,Millport Crane Pad ,3386,1356.75,2023-05-12
2305-06,Maritime Street Ltd,"9-11 MARITIME STREET, LEITH, EDINBURGH",3393,1260.0,2023-05-12
2305-07,Story Contracting,DALMENY UTX TEMPORARY WORKS,2936,2344.75,2023-05-12
2305-08,PBH OLE,LIME STREET TUNNELS OLE FIXINGS,3327,3126.0,2023-05-12
2305-09,AMCO,PRESTONPANS DETAILED DESIGN,3178,4992.5,2023-05-12
2305-10,Cundall,LANGHILL DRAINAGE,3340,2162.5,2023-05-12
2305-11,Story Contracting,SALFORD CENTRAL RAMP ROOF REPLACEMENT,3351,515.0,2023-05-12
2305-12,George Leslie,STICHILL WWTW,3227,2159.2,2023-05-12
2305-13,ECS Engineering Services Ltd,COLWICK SLUICE,3378,4615.0,2023-05-12
2305-14,RES,NEILSTON WINDFARM EXPOSED CABLE SURVEY,3383,1360.0,2023-05-19
2305-15,Darius Carter,NEW ABBEY WATER TANK,3382,1382.5,2023-05-19
2305-16,Catenary King,THE WARREN - DRAINAGE ,2804,2812.25,2023-05-19
2305-17,Bam Ritchie,HMNB FASLANE SMEARS TRAINING FACILITY,3266,16049.75,2023-05-19
2305-18,Story Contracting,HEATON DEPOT VENTILATION ,2957,41828.29,2023-05-19
2305-19,Story Contracting,NEVILLE HILL DEPOT VENTILATION ,2958,9464.31,2023-05-19
2305-20,Story Contracting,NEVILLE HILL DEPOT VENTILATION ,2958,16245.12,2023-05-19
2305-21,Story Contracting,SPC3-02 BASSETTS,3103,14055.05,2023-05-19
2305-22,Story Contracting,SPC3-03 TAYLOR LODGE,3104,8676.95,2023-05-19
2305-23,Story Contracting,SPC3-09 WISTOW ROAD,3105,6120.94,2023-05-19
2305-24,Story Contracting,SPC3-10 GLEN STATION,3106,18519.06,2023-05-19
2305-25,Story Contracting,MML - SPC3/28 Chatters,3107,12451.49,2023-05-19
2305-26,Story Contracting,SPC3-34 THREE ARCH,3108,10812.98,2023-05-19
2305-27,Albion Drilling,NHS AYRSHIRE AND ARRAN SOIL NAILS,3379,9947.2,2023-05-19
2305-28,QTS Group,CRAIGLOCKART JN. DRAINAGE,2944,485.0,2023-05-19
2305-29,QTS Group,PERTH NORTH DRAINAGE,3049,1065.0,2023-05-19
2305-30,BAM Nuttall,CAT 3 Checks,3160,2085.0,2023-05-19
2305-31,QTS Group,MONCRIEFFE TUNNEL NORTH CUTTING IMPROVEMENT,2783,4872.7,2023-05-19
2305-32,AMCO,IS01367 - CP6 YEAR 4 DESIGN ,2927,4502.5,2023-05-19
2305-33,QTS Group,MONCRIEFFE TUNNEL NORTH CUTTING IMPROVEMENT,2783,3720.0,2023-05-19
2305-34,William Grant & Sons Distillers Ltd.,GIRVAN LONG SEA OUTFALL CONSULTING WORKS,3219,1594.75,2023-05-19
2305-35,Mackenzie Construction,CRINAN CANAL LOCK 15,3385,4059.25,2023-05-19
2305-36,Mackenzie Construction,FORTH & CLYDE CANAL - LOCK 8 STOP LOGS,3358,1112.5,2023-05-19
2305-37,QTS Group,WCK ACHINDUICH RAILWAY EARTHWORK IMPROVEMENT,2470,3796.5,2023-05-19
2305-38,QTS Group,WCK LAIRG RAILWAY IMPROVEMENT,2471,4781.25,2023-05-19
2305-39,QTS Group,YOKER TEMPORARY WORKS,2741,1032.5,2023-05-19
2305-40,Story Contracting,DBP1-12 TRENT & MERSEY,2754,2111.5,2023-05-19
2305-41,Taziker Industrial,KATESMILL PIPE SUPPORTS,3377,1250.0,2023-05-19
2305-42,Taziker Industrial,AMEY M74 Maryville Collision Damage Repairs,2997,759.37,2023-05-19
2305-43,Arcadis,SHIPLEY DEPOT ,2992,7844.8,2023-05-19
2305-44,Story Contracting,CP6 YEAR 5 STATION TACTILES,3265,15192.75,2023-05-25
2305-45,Story Contracting,UB 058/064A BOWLING WESTERN ACCESS,3288,1193.5,2023-05-25
2305-46,Arcadis,CRANMER AND LATIMER ROAD BRIDGES ,3242,18362.5,2023-05-26
2305-47,AMCO,PRESTONPANS DETAILED DESIGN,3178,8757.75,2023-05-25
2305-48,East Lothian Council,COCKENZIE BUND ENVIRONMENTAL ANALYSIS SERVICES,3305,28304.21,2023-05-25
2305-49,AMCO,UB 302/308 TEMPORARY WORKS,2852,3948.25,2023-05-25
2305-50,BAM Nuttall,CROSSMYLOOF - PERMANENT SWAN NECK SUPPORT,3188,5405.25,2023-05-25
2305-51,QTS Group,BANNOCKBURN ACCESS ROAD DRAINAGE,3366,7263.25,2023-05-25
2305-52,AMCO,MSC7799A - RATHO,3359,6063.75,2023-05-25
2305-53,PBH OLE,BLETCHLEY DEPOT - OLE FOUNDATIONS,3347,1554.88,2023-05-25
2305-54,QTS Group,CONON DRAINAGE,3157,1471.5,2023-05-25
2305-55,Reeda Safety Ltd T/A Building Transformation,IBIS HOTEL SCAFFOLD FOUNDATION,3274,2098.5,2023-05-24
2305-56,DEC – DEME Environmental Contractors,BOWLING COFFERDAM WORKS,2889,4792.5,2023-05-26
2305-57,AMCO,CP6 YEAR 5 PROJECTS,3232,4610.1,2023-05-25
2305-57,AMCO,CP6 YEAR 5 PROJECTS,3236,3544.0,2023-05-25
2305-57,AMCO,CP6 YEAR 5 PROJECTS,3237,2775.5,2023-05-25
2305-57,AMCO,CP6 YEAR 5 PROJECTS,3235,2676.13,2023-05-25
2305-57,AMCO,CP6 YEAR 5 PROJECTS,3234,5289.13,2023-05-25
2305-58,Story Contracting,CP6 YEAR 5 PROJECTS,3197,1580.51,2023-05-25
2305-58,Story Contracting,CP6 YEAR 5 PROJECTS,3200,2566.96,2023-05-25
2305-58,Story Contracting,CP6 YEAR 5 PROJECTS,3198,3568.08,2023-05-25
2305-59,Story Contracting,UB 132/071 Glencryan Burn,2441,9552.38,2023-05-31
2305-60,AMCO,GARROWHILL UTX - COFFERDAM DESIGN,3381,6290.63,2023-05-31
2305-61,Story Contracting,PORT GLASGOW STATION AFA TEMPORARY WORKS,3212,12542.0,2023-05-31
2305-62,Story Contracting,LYNN BURN TEMPORARY WORKS,3368,5463.75,2023-05-31
2305-63,George Leslie,DIRTY DAM DESILTING,3360,1435.5,2023-05-31
2305-64,George Leslie,STRACHUR ST. CATHERINES TEMP BRIDGE,3387,3622.25,2023-05-31
2305-65,George Leslie,CANNIESBURN BEARING PRESSURES ON WATER MAINS ,3401,737.5,2023-05-31
2305-66,Robertson Construction Group,ROTHESAY PAVILION TW,3363,1523.25,2023-05-31
2305-67,AMCO,UB 134/037 PRINCESS STREET VIADUCT,2928,1917.5,2023-05-31
2305-68,AMCO,UB 134/037 PRINCESS STREET VIADUCT TW,3291,1950.0,2023-05-31
2305-69,AMCO,INVERESK BOUNDARY WALL,3367,2631.6,2023-05-31
2305-70,AMCO,GLASGOW QUEEN STREET STATION DECK REPAIR,3276,1257.85,2023-05-31
2305-71,Story Contracting,BAWBEE BRIDGE TEMPORARY WORKS,3168,6553.5,2023-05-31
2305-72,AMCO,CENTRE PIER TW,3406,1357.5,2023-05-31
2305-73,Story Contracting,UB310/139 MEMORIAL HAUL ROAD,3070,1386.25,2023-05-31
2305-74,Story Contracting,UB 031/015 OCCUPATIONAL REMOVAL ,3089,2753.9,2023-05-31
2305-75,Kaymac Marine & Civil Engineering Ltd,KAYMAC TEMPORARY DAMS,3394,3650.0,2023-05-31
2305-76,Network Rail,CUPAR STATION COPE REPLACEMENT,3334,2603.75,2023-05-31
2305-77,Story Contracting,RAVENSCRAIG TEMPORARY WORKS,3018,7465.5,2023-05-31
2305-78,BAM Nuttall,SKYE REINFORCEMENT ,3312,5583.82,2023-05-31
2306-01,Arcadis,STRATFORD STATION SHORT TERM - ES4 / ES5 GEOTECHNICAL AND DRAINAGE SUPPORT,3295,34116.25,2023-06-14
2306-02,Story Contracting,SELBY AFA,2964,49052.32,2023-06-14
2306-03,AMCO,DALMARNOCK INCLINE TEMPORARY WORKS,3006,-1495.0,2023-06-14
2306-04,AMCO,DALMARNOCK INCLINE TEMPORARY WORKS,3006,1495.0,2023-06-14
2306-05,Story Contracting,SPC3-03 TAYLOR LODGE,3104,12623.08,2023-06-21
2306-06,Story Contracting,SPC3-09 WISTOW ROAD,3105,12310.36,2023-06-21
2306-07,Story Contracting,SPC3-10 GLEN STATION,3106,865.0,2023-06-21
2306-08,Story Contracting,MML - SPC3/28 Chatters,3107,1543.05,2023-06-21
2306-09,Story Contracting,UB 058/064A BOWLING WESTERN ACCESS,3288,4793.5,2023-06-21
2306-10,Story Contracting,MARSKE STATION,3370,12176.72,2023-06-21
2306-11,Story Contracting,HEATON DEPOT VENTILATION ,2957,4407.27,2023-06-21
2306-12,Story Contracting,NEVILLE HILL DEPOT VENTILATION ,2958,8797.19,2023-06-21
2306-13,Story Contracting,NEVILLE HILL DEPOT VENTILATION ,2958,10620.05,2023-06-21
2306-14,Story Contracting,OB133/011 KINBUCK,3352,21268.8,2023-06-21
2306-15,Mabbett & Associates Ltd.,FENWICK MATURATION AND WAREHOUSE FACILITY,2850,930.0,2023-06-21
2306-16,Story Contracting,164931 – WCM 1-3 CALDEW VIADUCT,3086,5957.5,2023-06-21
2306-17,Mackenzie Construction,CRINAN CANAL LOCK 15 working platform,3385,545.25,2023-06-21
2306-18,Mackenzie Construction,CRINAN CANAL LOCK 15 gate replacement,3389,3873.63,2023-06-21
2306-19,Story Contracting,BALLOCHAN LINN TEMPORARY WORKS,3407,2071.25,2023-06-21
2306-20,Taziker Industrial,GRANTON GAS HOLDER TEMPORARY WORKS,3324,15593.75,2023-06-21
2306-21,George Leslie,EAST CALDER FLOODING SOLUTION 2,3132,6864.88,2023-06-21
2306-22,TRAC Engineering,ROCK MILL CUTTING (LUXULYAN VALLEY),3304,7784.2,2023-06-21
2306-23,Helical Pile Solutions Ltd,CARDIFF BAY - HELICA PILES,3380,4172.5,2023-06-21
2306-24,AMCO,UB 134/037 PRINCESS STREET VIADUCT,2928,1431.5,2023-06-21
2306-25,Taziker Industrial,OB 031/070 CATHCART ROAD credit note,2951,-1424.75,2023-06-21
2306-26,AMCO,WALLYFORD CATCHFENCE,3373,4257.85,2023-06-21
2306-27,Catenary King,ACOUSTIC FENCING Credit Note,3174,-2880.5,2023-06-21
2306-28,Catenary King,ACOUSTIC FENCING,3174,1033.0,2023-06-21
2306-29,Roughan & O'Donovan,HAWTHORN DENE VIADUCT,3369,11212.0,2023-06-21
2306-30,Story Contracting,SALFORD CENTRAL RAMP ROOF REPLACEMENT,3351,505.0,2023-06-29
2306-31,AMCO,PLYMUIR BRIDGE REPLACEMENT,3416,7447.5,2023-06-29
2306-32,AMCO,SPT FABRICATION DRAWINGS,3286,9249.74,2023-06-29
2306-33,AMCO,GLASGOW QUEEN STREET STATION DECK REPAIR,3276,3240.95,2023-06-29
2306-34,Taziker Industrial,BRIDGE OF DEE SCOUR WORKS,3255,21102.95,2023-06-29
2306-35,Story Contracting,CGJ7 CLEVELEY CUTTING,2811,4193.25,2023-06-29
2306-36,BAM Nuttall,LYNEBEG: SCAFFOLD OUTRIGGER CHECK,3420,750.0,2023-06-29
2306-37,Story Contracting,PORT GLASGOW STATION AFA TEMPORARY WORKS,3212,3148.75,2023-06-29
2306-38,Story Contracting,GLENCRYNAN TEMPORARY WORKS,3343,2164.75,2023-06-29
2306-39,Geo-Structural,GLENDRUAL EXISTING BRIDGE,3413,2387.0,2023-06-29
2306-40,BAM Nuttall,CAMERON BRIDGE STATION - TW EDGE PROTECTION FIXING DETAIL,3412,2100.0,2023-06-29
2306-41,AMCO,GARROWHILL UTX. COFFERDAM DESIGN,3381,688.13,2023-06-29
2306-42,Story Contracting,LYNN BURN TEMPORARY WORKS,3368,776.25,2023-06-29
2306-43,Story Contracting,BAWBEE BRIDGE TEMPORARY WORKS,3168,1020.0,2023-06-29
2306-44,AMCO,MSC6616 HAWICK STREET R/268/002.0895,3112,3095.6,2023-06-29
2306-45,Robertson Construction Group,ROTHESAY PAVILION TW,3363,1523.25,2023-06-29
2306-46,TRAC Engineering,SOUTH DILTON MARSH ROCK CUTTING,3409,7310.0,2023-06-29
2306-47,TRAC Engineering,WEST POLPERRO TUNNEL ROCK CUTTING,3410,6482.5,2023-06-29
2306-48,Albion Drilling,NHS AYRSHIRE AND ARRAN SOIL NAILS,3379,2486.8,2023-06-29
2306-49,Dyer & Butler,FALMERS TUNNEL EAST PORTAL CUTTING,3273,2076.5,2023-06-29
2306-50,BAM Nuttall,CAT 3 CHECKS,3160,1232.5,2023-06-29
2306-51,Story Contracting,Houndean Embankment Improvement,2596,3695.8,2023-06-29
2306-52,Arcadis,SHIPLEY DEPOT ,2992,8133.0,2023-06-29
2306-53,QTS Group,PARK OF KEIR CUTTING IMPROVEMENT,2922,7155.12,2023-06-29
2306-54,BAM Nuttall,ANDERSTON AND GLASGOW CENTRAL LOW LEVEL REMEDIATION,2782,3488.49,2023-06-29
2306-55,PBH OLE,HANDSACRE STAGE 1 OLE,3355,6276.05,2023-06-29
2306-56,George Leslie,FOSSIL GROVE: SEWER REPAIR SOLUTION,3293,6184.94,2023-06-29
2306-57,Allen Gordon,DINGWALL FERRY ROAD SEWER UTX,3133,1075.5,2023-06-29
2306-58,Allen Gordon,DINGWALL FERRY ROAD SEWER UTX,3133,4900.0,2023-06-29
2306-59,Story Contracting,ARBROATH EMERGENCY WORKS,2977,2246.45,2023-06-29
2306-60,Story Contracting,BROWNEY CURVEY TW ,3417,3054.0,2023-06-29
2306-61,Anchor Systems,REFRESHMENTS FOR LUNCH AND LEARN CPD,103,27.2,2023-06-28
2306-62,QTS Group,GLENEAGLES STATION,3271,835.0,2023-06-29
2306-63,PBH OLE,"STRUCTURE RENEWALS - STAFFORD, LONDON, BLETCHLEY",3353,4363.6,2023-06-29
2306-64,Story Contracting,UB310/139 MEMORIAL HAUL ROAD,3070,2970.0,2023-06-29
2306-65,AMCO,KIT HILL BRIDGE PERMANENT WORKS & TEMPORARY WORKS,3330,8378.12,2023-06-29
2306-66,Story Contracting,LINDSELLS LC AND BRIDLEWAY BRIDGE,2551,1972.5,2023-06-29
2306-67,Scaftec,FORTH RAIL BRIDGE VIEWING PLATFORM,1663,150.0,2023-07-06
2306-68,BAM Nuttall,SKYE REINFORCEMENT ,3312,2226.5,2023-07-06
2307-01,Story Contracting,SPC3-02 BASSETTS,3103,3245.8,2023-07-06
2307-02,Story Contracting,SPC3-03 TAYLOR LODGE,3104,19149.72,2023-07-06
2307-03,Story Contracting,SPC3-09 WISTOW ROAD,3105,18360.2,2023-07-06
2307-04,Story Contracting,SPC3-10 GLEN STATION,3106,8728.05,2023-07-06
2307-05,Story Contracting,MML - SPC3/28 Chatters,3107,12207.75,2023-07-06
2307-06,Story Contracting,SPC3-34 THREE ARCH,3108,3714.72,2023-07-06
2307-07,Able UK,AHP: ABLE HUMBER PORTS: RAIL CULVERT TEMP SLOPE STABILITY,1649,1397.5,2023-07-07
2307-08,Story Contracting,SHIELDS ROAD TW,3418,1574.13,2023-07-07
2307-09,Story Contracting,Browney Curvey TW - Cat 3 Check ,3417,763.5,2023-07-07
2307-10,Story Contracting,A595 GRIZEBECK IMPROVEMENTS - TEMPORARY WORKS,3316,1050.0,2023-07-07
2307-11,Story Contracting,BOWLING WESTERN ACCESS TEMPORARY WORKS,3302,1065.0,2023-07-07
2307-12,Story Contracting,MILLERHILL DEPOT,3144,1000.0,2023-07-07
2307-13,Story Contracting,LEVENMOUTH TEMPORARY WORKS,3118,429.23,2023-07-07
2307-14,AMCO,UB293-159 Deveron Viaduct,2513,3785.65,2023-07-07
2307-15,Arcadis,Credit Note STRATFORD STATION SHORT TERM - ES4 / ES5 GEOTECHNICAL AND DRAINAGE SUPPORT,3295,-34116.25,2023-07-11
2307-16,Arcadis,STRATFORD STATION SHORT TERM - ES4 / ES5 GEOTECHNICAL AND DRAINAGE SUPPORT,3295,27642.43,2023-07-11
2307-17,J&L Roadsurfacing Scotland Ltd,HUMBIE HOLDINGS RETIREMENT VILLAGE - PHASE 1,3337,3727.5,2023-07-13
2307-18,George Leslie,CONON AVENUE,3077,5108.25,2023-07-13
2307-19,BAM Nuttall,Kilsyth Office Campus Development,2973,4571.25,2023-07-17
2307-20,George Leslie,DOWNIEBRAE ROAD SEWER INVESTIGATION AND OVERPUMPING,3289,892.5,2023-07-17
2307-21,Taziker Industrial,MEIKLE CANTLAY LANDSLIP REPAIR,3384,9853.75,2023-07-17
2307-22,Mackenzie Construction,CRINAN CANAL LOCK 15,3389,1465.62,2023-07-17
2307-23,Mackenzie Construction,CRINAN CANAL LOCK 15,3385,1808.95,2023-07-17
2307-24,AMCO,PLYMUIR BRIDGE REPLACEMENT,3416,8559.38,2023-07-17
2307-25,AMCO,C001/159A Culvert,3061,2390.0,2023-07-17
2307-26,AMCO,OB 056/020A Stobcross Street,2749,789.5,2023-07-28
2307-27,AMCO,OB 056/021 A814 KINGSTON,2750,789.5,2023-07-28
2307-28,Taziker Industrial,UB037/003 GLASGOW ROAD,2800,1105.29,2023-07-28
2307-29,Story Contracting,UB310-137 MEMORIAL DAM,2829,1622.25,2023-07-28
2307-30,AMCO,UB293-159 DEVERON VIADUCT,2513,1885.35,2023-07-28
2307-31,Story Contracting,UB 310/139 MEMORIAL,2830,1569.25,2023-07-28
2307-32,Story Contracting,MAC3 -141 ACRES HILL FOOTBRIDGE,2899,1507.0,2023-07-28
2307-33,AMCO,CP6 YEAR 5 PROJECTS,3232,27660.6,2023-07-28
2307-33,AMCO,CP6 YEAR 5 PROJECTS,3236,4456.38,2023-07-28
2307-33,AMCO,CP6 YEAR 5 PROJECTS,3237,3518.25,2023-07-28
2307-33,AMCO,CP6 YEAR 5 PROJECTS,3235,3452.13,2023-07-28
2307-34,SPL Powerlines UK Limited,GLASGOW TO BARRHEAD ELECTRIFICATION,3053,16264.15,2023-07-28
2307-35,PBH OLE,BULWELL OLE FOUNDATION DESIGN CHECK,3450,570.0,2023-07-28
2307-36,PBH OLE,BLETCHLEY DEPOT - BC/00/032,3347,3283.13,2023-07-28
2307-37,ECS Engineering Services Ltd,COLWICK SLUICE,3378,1251.25,2023-07-28
2307-38,Story Contracting,UB045/047 CAMPS VIADUCT,2439,11728.0,2023-07-28
